"name","essround","edition","proddate","idno","cntry","dweight","pspwght","pweight","anweight","tvpol","nwsppol","crmvct","aesfdrk","health","rlgdgr","blgetmg","eimrcnt","eimpcnt","imhecop","imacrlv","imbghct","stimrdt","gndr","agea","edulvla","hincfel"
"ESS1e06_7",1,"6.7","23.11.2023",103,"ES",0.7787,0.46834907,2.0200796,0.9461024,2,1,2,3,4,3,2,3,3,2,1,1,2,1,46,3,2
"ESS1e06_7",1,"6.7","23.11.2023",104,"ES",1.168,1.1655706,2.0200796,2.3545454,1,66,2,3,1,4,2,1,1,2,1,2,4,2,51,1,2
"ESS1e06_7",1,"6.7","23.11.2023",105,"ES",1.168,1.1169857,2.0200796,2.2564,2,1,1,3,3,0,2,1,3,1,1,88,4,1,78,1,1
"ESS1e06_7",1,"6.7","23.11.2023",107,"ES",0.7787,1.0458516,2.0200796,2.1127036,1,66,1,3,1,7,1,1,1,2,1,88,5,2,27,1,4
"ESS1e06_7",1,"6.7","23.11.2023",109,"ES",1.168,1.1655706,2.0200796,2.3545454,3,1,2,2,2,2,2,2,2,2,3,88,2,2,46,1,1
"ESS1e06_7",1,"6.7","23.11.2023",110,"ES",0.3893,0.3722967,2.0200796,0.75206894,2,66,2,3,3,6,2,4,4,3,1,88,1,1,70,1,2
"ESS1e06_7",1,"6.7","23.11.2023",111,"ES",0.7787,0.74468905,2.0200796,1.5043311,2,0,1,4,2,3,2,2,2,2,1,1,5,1,62,1,1
"ESS1e06_7",1,"6.7","23.11.2023",115,"ES",0.8478,0.91326255,2.0200796,1.844863,1,66,2,2,3,5,2,2,3,8,8,88,2,2,72,1,1
"ESS1e06_7",1,"6.7","23.11.2023",116,"ES",0.8478,0.8002152,2.0200796,1.6164984,3,1,2,2,3,2,2,1,1,2,4,88,3,2,36,5,1
"ESS1e06_7",1,"6.7","23.11.2023",117,"ES",0.8478,0.5099093,2.0200796,1.0300573,1,66,2,2,3,3,2,2,2,2,3,88,2,1,51,3,2
"ESS1e06_7",1,"6.7","23.11.2023",119,"ES",0.8478,0.91326255,2.0200796,1.844863,2,66,2,2,3,6,2,3,4,1,2,88,1,2,68,1,2
"ESS1e06_7",1,"6.7","23.11.2023",121,"ES",0.8478,1.0743773,2.0200796,2.1703277,2,1,2,2,2,3,2,3,3,2,3,88,2,1,35,5,1
"ESS1e06_7",1,"6.7","23.11.2023",122,"ES",0.8478,1.2876843,2.0200796,2.601225,2,1,2,2,2,2,2,3,3,2,3,6,2,1,36,2,1
"ESS1e06_7",1,"6.7","23.11.2023",126,"ES",0.7417,0.5535868,2.0200796,1.1182894,66,66,1,3,2,8,2,2,2,3,1,2,5,2,31,3,2
"ESS1e06_7",1,"6.7","23.11.2023",127,"ES",0.7417,0.44609544,2.0200796,0.9011483,1,1,1,2,3,6,2,1,1,3,2,7,5,1,37,3,1
"ESS1e06_7",1,"6.7","23.11.2023",128,"ES",1.1125,1.1984012,2.0200796,2.4208658,3,0,2,2,2,8,2,3,3,1,1,1,3,2,74,1,1
"ESS1e06_7",1,"6.7","23.11.2023",129,"ES",1.8542,1.1152085,2.0200796,2.25281,2,66,1,2,1,7,2,1,1,3,1,4,5,1,35,3,1
"ESS1e06_7",1,"6.7","23.11.2023",130,"ES",1.1125,1.0639098,2.0200796,2.1491823,2,2,2,3,4,2,2,3,3,4,1,3,4,1,57,1,2
"ESS1e06_7",1,"6.7","23.11.2023",131,"ES",1.1125,1.110186,2.0200796,2.242664,1,66,2,3,2,9,1,3,3,1,1,2,3,2,40,1,1
"ESS1e06_7",1,"6.7","23.11.2023",133,"ES",2.2927,2.2879312,2.0200796,4.6218033,2,1,2,2,3,77,2,3,3,2,3,88,2,2,36,2,2
"ESS1e06_7",1,"6.7","23.11.2023",134,"ES",1.9106,1.1429363,2.0200796,2.3088224,1,66,2,2,2,3,2,2,4,3,2,88,1,1,21,3,1
"ESS1e06_7",1,"6.7","23.11.2023",135,"ES",0.7642,0.8232074,2.0200796,1.6629444,1,1,2,2,3,7,2,8,1,3,4,5,3,2,61,1,1
"ESS1e06_7",1,"6.7","23.11.2023",136,"ES",0.7642,0.8232074,2.0200796,1.6629444,3,66,2,2,4,3,2,3,3,1,3,88,3,2,67,1,1
"ESS1e06_7",1,"6.7","23.11.2023",138,"ES",0.3821,0.22981402,2.0200796,0.4642426,2,1,2,2,3,3,2,2,2,1,4,88,3,1,38,3,1
"ESS1e06_7",1,"6.7","23.11.2023",139,"ES",1.5285,0.91436106,2.0200796,1.8470821,1,66,2,2,1,3,2,2,2,2,3,3,2,1,18,3,1
"ESS1e06_7",1,"6.7","23.11.2023",142,"ES",1.5285,1.6465225,2.0200796,3.3261065,5,66,2,2,4,5,2,3,3,2,2,88,3,2,59,1,1
"ESS1e06_7",1,"6.7","23.11.2023",147,"ES",0.9957,0.5956358,2.0200796,1.2032317,1,66,2,2,2,0,2,2,4,2,3,7,2,1,22,4,1
"ESS1e06_7",1,"6.7","23.11.2023",150,"ES",1.3275,2.4777682,2.0200796,5.005289,2,1,2,2,1,0,2,1,1,2,5,2,3,1,24,5,1
"ESS1e06_7",1,"6.7","23.11.2023",151,"ES",0.6638,0.6624193,2.0200796,1.3381398,0,66,2,3,2,6,2,3,3,2,1,2,4,2,36,1,2
"ESS1e06_7",1,"6.7","23.11.2023",153,"ES",0.7799,0.4083029,2.0200796,0.82480437,2,1,1,2,2,3,2,2,2,2,4,88,3,2,42,3,1
"ESS1e06_7",1,"6.7","23.11.2023",154,"ES",0.7799,0.4083029,2.0200796,0.82480437,2,2,2,2,2,3,2,3,3,2,2,88,3,2,37,3,1
"ESS1e06_7",1,"6.7","23.11.2023",156,"ES",0.7799,0.4083029,2.0200796,0.82480437,1,1,2,3,3,6,2,4,4,3,1,88,1,2,42,3,2
"ESS1e06_7",1,"6.7","23.11.2023",159,"ES",0.7799,0.84011966,2.0200796,1.6971086,1,66,2,8,4,8,2,2,2,8,1,2,5,2,74,1,3
"ESS1e06_7",1,"6.7","23.11.2023",165,"ES",0.7092,0.67822456,2.0200796,1.3700676,3,2,1,2,3,10,2,3,3,1,1,2,4,1,82,1,3
"ESS1e06_7",1,"6.7","23.11.2023",167,"ES",0.3546,0.33911228,2.0200796,0.6850338,1,66,1,3,4,0,2,3,3,1,2,4,1,1,62,2,1
"ESS1e06_7",1,"6.7","23.11.2023",168,"ES",1.0639,1.6159087,2.0200796,3.2642643,1,66,2,2,2,5,2,2,2,2,3,3,3,1,37,2,3
"ESS1e06_7",1,"6.7","23.11.2023",169,"ES",0.7092,0.67822456,2.0200796,1.3700676,1,66,2,2,3,5,2,1,1,8,1,5,5,1,89,1,4
"ESS1e06_7",1,"6.7","23.11.2023",171,"ES",0.7092,0.7639606,2.0200796,1.5432613,2,66,2,2,2,8,2,4,4,1,1,1,1,2,75,1,3
"ESS1e06_7",1,"6.7","23.11.2023",173,"ES",1.2127,0.6348877,2.0200796,1.2825236,1,66,2,3,2,7,2,2,2,2,2,6,2,2,43,3,2
"ESS1e06_7",1,"6.7","23.11.2023",177,"ES",1.2127,1.6755142,2.0200796,3.3846722,1,66,2,2,1,0,2,3,3,2,1,88,2,1,28,2,4
"ESS1e06_7",1,"6.7","23.11.2023",178,"ES",0.4042,0.301685,2.0200796,0.60942775,2,66,2,1,1,0,2,2,2,2,4,88,4,2,33,3,1
"ESS1e06_7",1,"6.7","23.11.2023",179,"ES",0.8085,1.0879714,2.0200796,2.197789,2,1,2,2,2,2,2,1,1,2,3,5,3,2,31,5,1
"ESS1e06_7",1,"6.7","23.11.2023",184,"ES",1.5635,0.9352983,2.0200796,1.8893771,2,2,2,2,2,4,2,3,3,2,4,88,2,1,20,3,1
"ESS1e06_7",1,"6.7","23.11.2023",188,"ES",0.7817,1.0519077,2.0200796,2.1249373,3,2,2,2,3,3,2,3,3,2,3,88,2,2,34,5,1
"ESS1e06_7",1,"6.7","23.11.2023",189,"ES",1.1726,0.7052602,2.0200796,1.4246818,1,66,2,1,1,0,2,1,1,5,1,2,5,1,42,3,2
"ESS1e06_7",1,"6.7","23.11.2023",192,"ES",0.3909,0.42108318,2.0200796,0.8506216,2,1,2,3,3,6,2,3,3,2,2,88,2,2,64,1,2
"ESS1e06_7",1,"6.7","23.11.2023",195,"ES",1.2849,1.2822274,2.0200796,2.5902014,1,66,2,4,3,5,2,2,3,2,1,7,4,2,53,2,2
"ESS1e06_7",1,"6.7","23.11.2023",196,"ES",1.2849,1.6282938,2.0200796,3.289283,3,1,2,2,2,3,2,2,3,3,2,5,4,1,49,5,2
"ESS1e06_7",1,"6.7","23.11.2023",197,"ES",0.4283,0.4095933,2.0200796,0.8274111,2,66,2,1,3,3,2,1,1,3,3,88,3,1,73,1,2
"ESS1e06_7",1,"6.7","23.11.2023",200,"ES",1.7132,2.305396,2.0200796,4.6570835,2,66,1,3,3,2,2,4,4,2,1,88,3,2,27,5,1
"ESS1e06_7",1,"6.7","23.11.2023",205,"ES",0.8771,0.8595294,2.0200796,1.7363178,1,66,1,3,3,9,2,8,3,3,2,88,3,2,72,1,3
"ESS1e06_7",1,"6.7","23.11.2023",206,"ES",0.4386,0.42981368,2.0200796,0.8682579,1,66,1,4,3,9,2,3,3,2,2,6,2,2,74,1,2
"ESS1e06_7",1,"6.7","23.11.2023",208,"ES",0.4386,0.42981368,2.0200796,0.8682579,1,1,1,3,3,9,2,2,2,2,2,7,2,2,64,1,3
"ESS1e06_7",1,"6.7","23.11.2023",209,"ES",0.8771,0.48971146,2.0200796,0.98925614,1,1,2,2,4,5,2,3,3,2,2,6,3,1,70,3,3
"ESS1e06_7",1,"6.7","23.11.2023",210,"ES",0.8771,0.77429914,2.0200796,1.5641459,1,66,2,2,2,6,2,2,2,2,2,5,4,1,73,5,2
"ESS1e06_7",1,"6.7","23.11.2023",213,"ES",0.4386,0.24488366,2.0200796,0.4946845,0,1,2,2,2,10,2,1,1,4,4,8,5,1,57,3,8
"ESS1e06_7",1,"6.7","23.11.2023",214,"ES",0.8771,0.75313336,2.0200796,1.5213894,1,2,2,2,3,4,2,2,2,2,2,5,4,2,35,5,1
"ESS1e06_7",1,"6.7","23.11.2023",218,"ES",1.5133,1.8489889,2.0200796,3.7351048,2,66,1,2,2,3,2,1,1,2,4,6,4,2,32,2,2
"ESS1e06_7",1,"6.7","23.11.2023",222,"ES",0.5044,0.49429554,2.0200796,0.9985163,3,66,2,2,3,0,2,2,2,2,2,6,5,2,73,1,2
"ESS1e06_7",1,"6.7","23.11.2023",223,"ES",1.0089,0.54904735,2.0200796,1.1091194,2,1,2,2,2,5,2,1,1,3,3,8,3,1,32,4,1
"ESS1e06_7",1,"6.7","23.11.2023",224,"ES",0.5044,0.49429554,2.0200796,0.9985163,2,66,2,2,2,5,2,2,2,3,1,8,4,2,65,1,3
"ESS1e06_7",1,"6.7","23.11.2023",226,"ES",0.5044,0.23827651,2.0200796,0.48133752,2,66,2,2,4,5,2,2,2,2,1,6,4,2,76,3,2
"ESS1e06_7",1,"6.7","23.11.2023",231,"ES",0.6869,0.6731396,2.0200796,1.3597956,1,66,2,3,3,3,2,4,1,2,2,6,4,2,61,1,3
"ESS1e06_7",1,"6.7","23.11.2023",232,"ES",1.0303,0.8963505,2.0200796,1.8106993,1,66,2,3,3,5,2,3,3,2,4,5,2,1,64,2,2
"ESS1e06_7",1,"6.7","23.11.2023",234,"ES",0.6869,0.94911516,2.0200796,1.9172882,66,66,1,2,3,5,2,3,3,8,2,5,3,1,43,1,2
"ESS1e06_7",1,"6.7","23.11.2023",235,"ES",0.6869,0.37583947,2.0200796,0.75922567,0,66,2,2,3,0,2,1,2,2,2,6,3,1,39,3,2
"ESS1e06_7",1,"6.7","23.11.2023",237,"ES",1.9946,1.8107603,2.0200796,3.6578798,1,66,2,3,5,5,2,8,8,8,1,88,1,2,51,1,2
"ESS1e06_7",1,"6.7","23.11.2023",238,"ES",0.7978,0.9747726,2.0200796,1.9691182,1,66,2,4,3,7,2,4,4,4,1,1,1,2,25,2,2
"ESS1e06_7",1,"6.7","23.11.2023",240,"ES",0.7978,0.7242678,2.0200796,1.4630786,1,66,2,3,4,6,2,3,3,8,2,6,3,2,53,1,2
"ESS1e06_7",1,"6.7","23.11.2023",242,"ES",0.7978,0.781818,2.0200796,1.5793345,0,66,1,4,2,10,2,2,2,2,2,5,2,2,63,1,3
"ESS1e06_7",1,"6.7","23.11.2023",243,"ES",1.1968,0.81262165,2.0200796,1.6415604,1,1,1,3,2,0,2,1,1,4,4,6,4,2,19,3,2
"ESS1e06_7",1,"6.7","23.11.2023",244,"ES",1.9946,2.4370537,2.0200796,4.9230423,0,66,2,2,2,10,2,4,2,3,2,88,2,2,21,2,2
"ESS1e06_7",1,"6.7","23.11.2023",245,"ES",1.1968,1.6536629,2.0200796,3.3405306,1,1,1,2,1,10,2,8,8,5,5,7,8,1,38,2,2
"ESS1e06_7",1,"6.7","23.11.2023",246,"ES",0.7978,0.9747726,2.0200796,1.9691182,0,66,2,8,3,5,2,3,3,2,2,88,3,2,26,1,2
"ESS1e06_7",1,"6.7","23.11.2023",258,"ES",0.6161,0.7497437,2.0200796,1.514542,3,66,2,1,1,8,2,4,3,8,2,5,4,2,82,1,2
"ESS1e06_7",1,"6.7","23.11.2023",261,"ES",0.9241,1.0130447,2.0200796,2.046431,3,4,2,1,3,8,2,2,2,4,3,7,4,1,74,5,1
"ESS1e06_7",1,"6.7","23.11.2023",263,"ES",0.6161,0.51947904,2.0200796,1.049389,6,66,2,1,3,7,2,1,1,4,3,4,3,2,27,4,2
"ESS1e06_7",1,"6.7","23.11.2023",265,"ES",1.2321,1.0388737,2.0200796,2.0986075,2,0,2,2,2,5,2,3,3,2,1,88,2,2,20,4,2
"ESS1e06_7",1,"6.7","23.11.2023",268,"ES",0.6461,0.78625125,2.0200796,1.5882901,2,66,2,1,2,8,2,4,2,4,2,7,4,2,69,1,2
"ESS1e06_7",1,"6.7","23.11.2023",269,"ES",0.6461,0.78625125,2.0200796,1.5882901,2,66,2,1,4,8,2,3,2,3,1,7,8,2,77,1,2
"ESS1e06_7",1,"6.7","23.11.2023",270,"ES",0.6461,0.43899402,2.0200796,0.88680285,2,66,2,1,2,5,2,4,1,3,2,6,3,1,42,3,1
"ESS1e06_7",1,"6.7","23.11.2023",271,"ES",1.2923,1.5726242,2.0200796,3.176826,2,66,2,1,3,4,2,8,8,3,1,88,3,2,57,1,1
"ESS1e06_7",1,"6.7","23.11.2023",272,"ES",0.6461,0.78625125,2.0200796,1.5882901,3,66,2,2,3,9,2,4,2,3,1,5,4,2,71,1,1
"ESS1e06_7",1,"6.7","23.11.2023",273,"ES",0.6461,0.38212255,2.0200796,0.77191794,1,1,2,1,2,6,2,3,2,2,3,5,2,2,39,3,2
"ESS1e06_7",1,"6.7","23.11.2023",275,"ES",0.9692,1.5127513,2.0200796,3.0558782,2,66,2,1,3,7,2,3,2,3,2,5,4,1,33,2,1
"ESS1e06_7",1,"6.7","23.11.2023",276,"ES",0.6461,0.78625125,2.0200796,1.5882901,2,66,2,2,3,8,2,3,2,3,2,5,8,2,70,1,2
"ESS1e06_7",1,"6.7","23.11.2023",277,"ES",0.69,0.521332,2.0200796,1.0531322,3,2,1,2,3,5,2,3,3,1,1,10,1,2,33,3,2
"ESS1e06_7",1,"6.7","23.11.2023",282,"ES",1.38,0.7313589,2.0200796,1.4774032,2,2,2,3,3,4,2,8,8,4,3,3,3,2,42,3,3
"ESS1e06_7",1,"6.7","23.11.2023",283,"ES",2.415,2.6334634,2.0200796,5.3198056,7,66,2,3,1,10,2,1,1,2,1,5,1,2,56,1,2
"ESS1e06_7",1,"6.7","23.11.2023",286,"ES",0.69,0.7524181,2.0200796,1.5199444,1,66,2,3,2,7,2,2,2,2,2,8,2,2,65,1,1
"ESS1e06_7",1,"6.7","23.11.2023",288,"ES",1.035,1.4475814,2.0200796,2.9242296,0,66,2,1,1,0,2,4,4,2,2,0,2,1,17,1,1
"ESS1e06_7",1,"6.7","23.11.2023",289,"ES",0.8253,0.7989591,2.0200796,1.613961,88,88,2,1,4,88,8,8,8,8,8,88,8,1,78,1,2
"ESS1e06_7",1,"6.7","23.11.2023",290,"ES",0.8253,0.49977213,2.0200796,1.0095795,2,1,2,1,1,5,2,1,1,2,1,3,4,1,24,3,2
"ESS1e06_7",1,"6.7","23.11.2023",291,"ES",0.8253,0.7989591,2.0200796,1.613961,2,66,2,1,4,2,2,3,3,8,8,88,4,1,70,1,1
"ESS1e06_7",1,"6.7","23.11.2023",292,"ES",0.8253,0.7989591,2.0200796,1.613961,2,66,2,1,1,88,2,2,2,3,1,88,4,1,77,1,2
"ESS1e06_7",1,"6.7","23.11.2023",294,"ES",1.238,1.3499907,2.0200796,2.7270887,66,66,2,1,2,88,2,8,8,8,8,88,8,2,75,1,2
"ESS1e06_7",1,"6.7","23.11.2023",297,"ES",0.8253,1.2689245,2.0200796,2.5633285,2,66,2,1,1,3,2,2,2,3,3,5,3,1,41,1,2
"ESS1e06_7",1,"6.7","23.11.2023",300,"ES",0.3944,0.50595075,2.0200796,1.0220608,5,1,2,1,2,8,2,4,2,4,2,2,2,1,53,5,1
"ESS1e06_7",1,"6.7","23.11.2023",301,"ES",1.5775,1.5985678,2.0200796,3.2292342,3,66,2,2,3,3,2,8,2,2,3,88,3,2,999,1,4
"ESS1e06_7",1,"6.7","23.11.2023",304,"ES",1.5775,2.206338,2.0200796,4.4569783,1,66,2,2,1,0,2,1,2,4,5,9,4,1,16,2,2
"ESS1e06_7",1,"6.7","23.11.2023",308,"ES",0.7888,0.79683894,2.0200796,1.6096781,3,66,1,2,3,6,2,3,3,3,4,5,4,2,36,2,2
"ESS1e06_7",1,"6.7","23.11.2023",309,"ES",0.3995,0.43563917,2.0200796,0.8800258,0,66,2,1,4,88,2,8,8,8,8,88,8,2,84,1,2
"ESS1e06_7",1,"6.7","23.11.2023",310,"ES",1.1986,0.9056066,2.0200796,1.8293974,1,1,2,1,1,7,2,3,3,4,3,5,3,2,17,3,1
"ESS1e06_7",1,"6.7","23.11.2023",312,"ES",0.3995,0.43563917,2.0200796,0.8800258,1,66,2,1,4,7,2,8,8,8,8,88,8,2,71,1,2
"ESS1e06_7",1,"6.7","23.11.2023",313,"ES",1.1986,1.3070265,2.0200796,2.6402977,0,0,2,1,4,10,2,8,8,8,8,88,8,2,60,1,2
